,videoname,labels
361,0T3zZGFQR1c_000000_000010.mp4,falling off bike
362,0TOMspo9FSw_000003_000013.mp4,huddling
363,0TQBEtDDFn0_000027_000037.mp4,using atm
364,0TmfayD35DY_000002_000012.mp4,cutting apple
365,0Tqrz1jlrb0_000042_000052.mp4,shuffling feet
366,0U0NYCbHOD0_000005_000015.mp4,chopping vegetables
367,0UL_18cngic_000094_000104.mp4,laying tiles
368,0US_tIy2xAg_000000_000010.mp4,falling off bike
369,0UgHwWKmpz8_000004_000014.mp4,threading needle
370,0VI4nEDperw_000027_000037.mp4,swinging baseball bat
371,0VOlkoMYEGw_000000_000010.mp4,wading through mud
372,0VpfYZxSHYk_000014_000024.mp4,contorting
373,0Vzdfyb0YUA_000707_000717.mp4,rolling pastry
374,0WMCdFdl_dU_000015_000025.mp4,using a power drill
375,0XJOf42vBKo_000004_000014.mp4,getting a piercing
376,0XSBONQD5nI_000228_000238.mp4,putting on foundation
377,0XaoAc5idqY_000066_000076.mp4,docking boat
378,0XnSZRQzqK8_000008_000018.mp4,sword swallowing
379,0Xr6fOLyV5s_000009_000019.mp4,embroidering
380,0YR0TvYkkwY_000027_000037.mp4,lighting fire
381,0Z3ZUb40tNI_000021_000031.mp4,bottling
382,0Zj-noUxC-M_000005_000015.mp4,opening refrigerator
383,0_TSQyUierw_000263_000273.mp4,playing polo
384,0_UJAKHRxTA_000618_000628.mp4,visiting the zoo
385,0_nz9ETynNk_000277_000287.mp4,gold panning
386,0_oHxytNmwU_000013_000023.mp4,shuffling feet
387,0_yHplp2MaI_000070_000080.mp4,sipping cup
388,0a1Lfm1-oH0_000000_000010.mp4,poking bellybutton
389,0aQxEPiUdpw_000046_000056.mp4,bathing dog
390,0ab-xUtMxpY_000263_000273.mp4,putting on mascara
391,0awM7xkuUx8_000000_000010.mp4,skiing mono
392,0b0AwmrsPOY_000020_000030.mp4,scrapbooking
393,0b1X7S0cDuw_000116_000126.mp4,smoking pipe
394,0bBBpX810xc_000297_000307.mp4,shopping
395,0bT4NsJ1jDc_000028_000038.mp4,chiseling stone
396,0bU6fCN44FA_000062_000072.mp4,using inhaler
397,0bk_zXtqOTQ_000020_000030.mp4,acting in play
398,0bwmmA0rIdk_000013_000023.mp4,dyeing eyebrows
399,0cUIya4S3kA_000000_000010.mp4,pouring beer
400,0d6x_ADHQAE_000000_000010.mp4,winking
401,0d7M2-915gg_000000_000010.mp4,chewing gum
402,0d9ArJQWCkg_000000_000010.mp4,falling off bike
403,0dChgscG4o0_000029_000039.mp4,delivering mail
404,0ddqTtr0z8g_000009_000019.mp4,throwing water balloon
405,0dykJVJWxU8_000050_000060.mp4,wading through mud
406,0eGtHBhSNWs_000000_000010.mp4,chopping vegetables
407,0ePCIM6hkCA_000011_000021.mp4,playing hand clapping games
408,0eciJJ42yX0_000018_000028.mp4,carving ice
409,0erm7w2bRos_000079_000089.mp4,cracking back
410,0fDZ_1L8p20_000008_000018.mp4,wading through mud
411,0fID8qLhsJg_000023_000033.mp4,huddling
412,0fTlR7hcUnw_000018_000028.mp4,steer roping
413,0gATrzRm50A_000002_000012.mp4,using atm
414,0gFjOePJ-nU_000000_000010.mp4,battle rope training
415,0gHJFjcRS0k_000000_000010.mp4,roasting marshmallows
416,0gnRZoaFHHE_000093_000103.mp4,longboarding
417,0h8rzvRieGU_000053_000063.mp4,riding snow blower
418,0hEn0Q1euZQ_000000_000010.mp4,breathing fire
419,0hQmHE_O9eI_000178_000188.mp4,lawn mower racing
420,0hZ0EjAdT7M_000095_000105.mp4,shining flashlight
421,0hmvq62htO0_000013_000023.mp4,playing hand clapping games
422,0izb1gSikhI_000012_000022.mp4,looking at phone
423,0jTgbDWE9qs_000031_000041.mp4,roasting pig
424,0jVInEZE-Bc_000000_000010.mp4,playing maracas
425,0jwLgqtlcuw_000326_000336.mp4,swinging baseball bat
426,0kRP39p41_s_000060_000070.mp4,playing polo
427,0k_j8LPOCEA_000045_000055.mp4,shopping
428,0lPebcyAHk4_000203_000213.mp4,curling (sport)
429,0lZhBK_QOak_000181_000191.mp4,acting in play
430,0lnrdxLjrqc_000010_000020.mp4,lighting fire
431,0mO2tTf01Ig_000001_000011.mp4,bottling
432,0munfFq4vXk_000046_000056.mp4,tasting wine
433,0nVKAKshdk4_000023_000033.mp4,tasting wine
434,0oPvVqZZcYs_000155_000165.mp4,weaving fabric
435,0onvDPZr7DM_000000_000010.mp4,dumpster diving
436,0opGdUgMG58_000030_000040.mp4,playing beer pong
437,0oueEwPpGZ4_000048_000058.mp4,shaping bread dough
438,0p4V4gDgat8_000082_000092.mp4,visiting the zoo
439,0pPVkAcwp7Q_000129_000139.mp4,putting in contact lenses
440,0phP9tc8tLA_000037_000047.mp4,using bagging machine
441,0qW-RKSSl5k_000064_000074.mp4,sewing
442,0qeQft7ZBiA_000254_000264.mp4,embroidering
443,0r02ZLgZAA8_000496_000506.mp4,tasting wine
444,0r4juSA0CJc_000052_000062.mp4,square dancing
445,0rlyprJ4IZo_000416_000426.mp4,gold panning
446,0rqjucDVEL0_000008_000018.mp4,playing scrabble
447,0t6P98zbM6c_000014_000024.mp4,using a wrench
448,0tDl00IVRUQ_000052_000062.mp4,mushroom foraging
449,0tTjzz7sb_c_000113_000123.mp4,head stand
450,0u0v1s1DERw_000007_000017.mp4,moon walking
451,0ulPCvO6Z6k_000034_000044.mp4,acting in play
452,0v8mmcp5e-U_000318_000328.mp4,dumpster diving
453,0vOULRGST0o_000028_000038.mp4,pinching
454,0wDolOOdI9g_000139_000149.mp4,card throwing
455,0wJ6ujW8B-A_000131_000141.mp4,cooking scallops
456,0wPP3zdYiyo_000000_000010.mp4,playing gong
457,0w_cc9pzOuY_000000_000010.mp4,head stand
458,0wccIcgmDm8_000068_000078.mp4,square dancing
459,0wdgdhT0SfQ_000006_000016.mp4,jumping bicycle
460,0xDw33vIqT8_000150_000160.mp4,putting on eyeliner
461,0xN-Leg8vFI_000030_000040.mp4,tagging graffiti
462,0xSKEeKw_TA_000018_000028.mp4,steer roping
463,0xa8sdW8_h8_000123_000133.mp4,chiseling stone
464,0xrSBQ2M96g_000044_000054.mp4,playing netball
465,0y2eYLh_SF0_000044_000054.mp4,historical reenactment
466,0yYNYcxssnw_000046_000056.mp4,planing wood
467,0yYlPPsiFEc_000122_000132.mp4,cosplaying
