,videoname,labels
46,-9rGHTIUo_k_000009_000019.mp4,sausage making
47,-A7WgRhZMhM_000244_000254.mp4,playing lute
48,-ASYnOEgli8_000000_000010.mp4,arguing
49,-AyYndKdk-Y_000189_000199.mp4,bodysurfing
50,-BYIRqOXbvg_000101_000111.mp4,roasting pig
51,-BdonAovQQU_000246_000256.mp4,home roasting coffee
52,-BgI2ZPiwZg_000852_000862.mp4,ironing hair
53,-BnUj6zaunY_000000_000010.mp4,docking boat
54,-CEP6Thu8-Y_000071_000081.mp4,scrubbing face
55,-CGpeCG8Oo0_000066_000076.mp4,cumbia
56,-CYs6Vjea38_000000_000010.mp4,crossing eyes
57,-Ce_dNOSpro_000064_000074.mp4,cracking knuckles
58,-ClKx5jJ260_000021_000031.mp4,breaking boards
59,-CvX2TfDtag_000109_000119.mp4,using a wrench
60,-Dad_cQjZTM_000151_000161.mp4,bulldozing
61,-DmkcSUSL3w_000011_000021.mp4,smelling feet
62,-Dpd1uEnqEk_000000_000010.mp4,playing beer pong
63,-EEjr5ReW58_000093_000103.mp4,making paper aeroplanes
64,-EFdi8SWJv4_000184_000194.mp4,scrubbing face
65,-EnvYoHLFCs_000021_000031.mp4,building sandcastle
66,-EuG4kvsD64_000000_000010.mp4,crossing eyes
67,-F7qK7vpvkI_000037_000047.mp4,trimming shrubs
68,-G2XgFnEudk_000085_000095.mp4,preparing salad
69,-GNApu5BcuI_000000_000010.mp4,sucking lolly
70,-HCkNu4O_7Q_000138_000148.mp4,laying stone
71,-HO9Bh1MYoA_000018_000028.mp4,fencing (sport)
72,-HiHMKB4Ckg_000000_000010.mp4,pirouetting
73,-HjxCgJAa64_000000_000010.mp4,using a sledge hammer
74,-HwJdXtHD8o_000111_000121.mp4,playing pinball
75,-IPckajcpnE_000063_000073.mp4,opening wine bottle
76,-IoBG8wErD4_000000_000010.mp4,delivering mail
77,-J6OiWBuP5A_000033_000043.mp4,cutting orange
78,-JJpc4MUEr4_000021_000031.mp4,changing gear in car
79,-JaQQfHXkDo_000068_000078.mp4,square dancing
80,-K2LxGKPV9c_000104_000114.mp4,lawn mower racing
81,-K4ueg-KM3o_000023_000033.mp4,bottling
82,-K5GZPbS1j8_000040_000050.mp4,yarn spinning
83,-K5SkwWzFWI_000014_000024.mp4,head stand
84,-KGjAqrjkAk_000128_000138.mp4,fly tying
85,-KeCAxl5gPM_000214_000224.mp4,using a microscope
86,-Ks-yFgQreg_000000_000010.mp4,crossing eyes
87,-L6Mldtq6m8_000021_000031.mp4,playing maracas
88,-L7B14mVX4Q_002181_002191.mp4,curling (sport)
89,-L9-fjz4og0_000002_000012.mp4,cumbia
90,-L9M5djRitA_000002_000012.mp4,raising eyebrows
91,-LE2wN64tJw_000000_000010.mp4,backflip (human)
92,-LUM9S2RGvE_000154_000164.mp4,flint knapping
93,-MOpSXQ5ZcU_000001_000011.mp4,playing hand clapping games
94,-N6DX9AnrJc_000033_000043.mp4,home roasting coffee
95,-N8hbrSeNVQ_000334_000344.mp4,embroidering
96,-NEOFiRd1Fw_000000_000010.mp4,sipping cup
97,-NMSu3Sn_JU_000048_000058.mp4,backflip (human)
98,-NX7xWAw76k_000011_000021.mp4,riding snow blower
99,-Nl_gTB7eqY_000058_000068.mp4,putting in contact lenses
100,-NwXSkO8sBA_000142_000152.mp4,laying concrete
101,-OCUrxo2EY8_000013_000023.mp4,breaking boards
102,-OPEauETIXg_000894_000904.mp4,sausage making
103,-OreJhjURmY_000000_000010.mp4,burping
104,-PYffD34PWY_000264_000274.mp4,making cheese
105,-Pj4gcDWdUs_000012_000022.mp4,doing jigsaw puzzle
106,-Pr6rgEdgFw_000014_000024.mp4,jumping bicycle
107,-PuOVy-lgX4_000158_000168.mp4,ironing hair
108,-QNJqXxuyWc_000004_000014.mp4,bull fighting
109,-QRhdADdd9A_000059_000069.mp4,playing beer pong
110,-QXr-wBCrRs_000061_000071.mp4,playing darts
111,-QZr0_lfGfY_000060_000070.mp4,luge
112,-QgbNQ1RMNU_000000_000010.mp4,playing hand clapping games
113,-R5JcpeGEDE_000000_000010.mp4,combing hair
114,-RURknXsUOA_000061_000071.mp4,playing rubiks cube
115,-R_DTTUTFEM_000009_000019.mp4,wading through water
116,-RpdazXaujs_000000_000010.mp4,cracking knuckles
117,-RyZK8kcaNs_000140_000150.mp4,lawn mower racing
118,-SE4pZDHDuQ_000236_000246.mp4,playing field hockey
119,-SFKILhN6sw_000000_000010.mp4,using a sledge hammer
120,-SLBwFxQO2c_000106_000116.mp4,playing field hockey
121,-SdDBGXUr44_000011_000021.mp4,curling (sport)
122,-SePzH6Yefc_000227_000237.mp4,dumpster diving
123,-SmMu6N0BsE_000056_000066.mp4,head stand
124,-StafQ1HkWY_000061_000071.mp4,talking on cell phone
125,-SyK22ea2ms_000023_000033.mp4,watching tv
126,-T21KsKBNJQ_000000_000010.mp4,trimming shrubs
127,-TYVOndl5Hk_000000_000010.mp4,raising eyebrows
128,-TZ9O4Q4SHk_000010_000020.mp4,playing maracas
129,-Te_we0BgnQ_000134_000144.mp4,needle felting
130,-TgD8XPFNks_000063_000073.mp4,gold panning
131,-TkWd9iH6xU_000000_000010.mp4,wood burning (art)
132,-TpLVLl-pAY_000127_000137.mp4,arguing
133,-TwkfNcsXEE_000000_000010.mp4,mountain climber (exercise)
134,-U48N9TQaLg_000065_000075.mp4,using a microscope
135,-Vbiw8lwmKk_000310_000320.mp4,flint knapping
136,-VlgCLGCz94_000073_000083.mp4,visiting the zoo
137,-VwqYdGeEyo_000000_000010.mp4,winking
138,-W22PDJAIEY_000051_000061.mp4,planing wood
139,-WGeRz644yI_000012_000022.mp4,pushing wheelbarrow
140,-WV7UuyH97Q_000002_000012.mp4,drooling
141,-WbStLulf-Q_000000_000010.mp4,winking
142,-WlUhO3165Q_000156_000166.mp4,fly tying
143,-XaEKKa3xvQ_000011_000021.mp4,talking on cell phone
144,-XzuCWUd9jA_000076_000086.mp4,scrubbing face
145,-Y9fEet15io_000030_000040.mp4,skiing mono
146,-YPFBravzxs_000006_000016.mp4,shining flashlight
147,-YmLVaSIn5A_000580_000590.mp4,visiting the zoo
148,-Z2kRrj8TkI_000033_000043.mp4,shining flashlight
149,-Z4olzyHh1I_000008_000018.mp4,playing hand clapping games
150,-Z8IOZGVprw_000010_000020.mp4,making cheese
151,-ZBHMonUk1g_000000_000010.mp4,fencing (sport)
152,-ZLH006s6kE_000000_000010.mp4,roasting pig
153,-Ztxlwlaqck_000012_000022.mp4,cumbia
154,-_M5b5CeDdI_000000_000010.mp4,moon walking
155,-_ZUfqulNpg_000012_000022.mp4,shaping bread dough
156,-a6ruP2Fudo_000000_000010.mp4,drooling
157,-aNccq2jvUA_000055_000065.mp4,acting in play
158,-axJLWTx9eo_000043_000053.mp4,doing jigsaw puzzle
159,-b8H-iqGyLE_000002_000012.mp4,hugging baby
160,-b9Yq8Wub1E_000001_000011.mp4,jumping bicycle
161,-bAZ1GFVxeA_000000_000010.mp4,smelling feet
162,-b_1RDLKhbg_000000_000010.mp4,playing darts
163,-brtWq_qFT8_000099_000109.mp4,using a power drill
164,-buiYtcsRKw_000036_000046.mp4,packing
165,-c50MAq3UBI_000000_000010.mp4,tiptoeing
166,-c50dQ6b7FQ_000056_000066.mp4,playing pan pipes
167,-cQmDgQJN60_000000_000010.mp4,breaking boards
168,-d1pDX4IuM8_000040_000050.mp4,drooling
169,-db6NmpBshM_000077_000087.mp4,cumbia
170,-ddKsUZ-Lwg_000460_000470.mp4,playing marbles
171,-e92YmRi9gM_000018_000028.mp4,playing lute
172,-ehUAegV4T4_000038_000048.mp4,planing wood
173,-fj8VeyiUxE_000000_000010.mp4,burping
174,-fr1RyiDnfA_000221_000231.mp4,changing gear in car
175,-gBCLNB0CpY_000192_000202.mp4,fly tying
176,-gCfoOv8cKg_000071_000081.mp4,vacuuming floor
177,-gNn0XsxOOs_000007_000017.mp4,mountain climber (exercise)
178,-gPyjrjCUAY_000711_000721.mp4,cumbia
179,-h-YUPbrKSE_000105_000115.mp4,poking bellybutton
180,-hSkp-MmyZY_000109_000119.mp4,raising eyebrows
181,-hw-jjnMLg0_000202_000212.mp4,mushroom foraging
182,-i-BsQtJFFE_000183_000193.mp4,breathing fire
183,-i4RhicxyzI_000005_000015.mp4,blowing bubble gum
184,-iUvyoO-1ds_000000_000010.mp4,throwing tantrum
185,-idhXpJUc-A_000000_000010.mp4,cumbia
186,-ifTMUSeVqM_000275_000285.mp4,standing on hands
187,-imtc37doCw_000007_000017.mp4,head stand
188,-ioDNgX7MXY_000075_000085.mp4,sipping cup
189,-iyUrCAkHGQ_000033_000043.mp4,coloring in
190,-jLJGzpHBwk_000000_000010.mp4,cutting apple
191,-jObB0HKLGA_000021_000031.mp4,casting fishing line
192,-j_4dTtAX2w_000000_000010.mp4,yarn spinning
193,-jf-uCIM5Ng_000058_000068.mp4,rope pushdown
194,-kH8-SiuBvo_000021_000031.mp4,putting in contact lenses
195,-kKwodX6sKg_000000_000010.mp4,roasting pig
196,-kurUUiwUp0_000074_000084.mp4,sausage making
197,-lQUjtEJEMw_000184_000194.mp4,visiting the zoo
198,-lbh9tYNeEQ_000000_000010.mp4,moon walking
199,-lrgxspMn4s_000020_000030.mp4,playing rubiks cube
200,-m5EgnvIT0A_000029_000039.mp4,battle rope training
201,-mLX0gGJROs_000010_000020.mp4,passing soccer ball
202,-mVMxobxCsg_000076_000086.mp4,sewing
203,-nA06vmZztQ_000017_000027.mp4,standing on hands
204,-nZHFOj7qzU_000060_000070.mp4,packing
205,-oe1ItKbUH0_000056_000066.mp4,shining flashlight
206,-okSCRCmVeU_000003_000013.mp4,capsizing
207,-ounJzhUZFg_000027_000037.mp4,repairing puncture
208,-pF73W3gbXo_000873_000883.mp4,home roasting coffee
209,-pfy57M0so4_000085_000095.mp4,blowdrying hair
210,-pk1lDVNpqA_000000_000010.mp4,delivering mail
211,-prOIiNuBkI_000049_000059.mp4,putting on shoes
212,-pz7vlC1o1s_000012_000022.mp4,laying concrete
213,-q2C7KDE7AQ_000037_000047.mp4,repairing puncture
214,-qm-vpDK8mo_000034_000044.mp4,using atm
215,-rbnrdaLQeY_000040_000050.mp4,talking on cell phone
216,-rlmv5sOmhU_000433_000443.mp4,gospel singing in church
217,-sQDFi0QHCo_000000_000010.mp4,steer roping
218,-sR4_9GIbd0_000019_000029.mp4,bulldozing
219,-sSpecAqtuI_000125_000135.mp4,lifting hat
220,-sd0UvK3Uqc_000040_000050.mp4,dumpster diving
221,-sjK9q024SU_000003_000013.mp4,chopping meat
222,-smGBOld07E_000037_000047.mp4,yarn spinning
223,-so1Z92Puv0_000000_000010.mp4,calligraphy
224,-szBQXW1_hU_000418_000428.mp4,embroidering
225,-thdjCyNdPU_000019_000029.mp4,pirouetting
226,-uw_JY-c3b8_000103_000113.mp4,playing marbles
227,-uxSIdMuxZA_000000_000010.mp4,roasting pig
228,-vlOZPzaO3M_000118_000128.mp4,longboarding
229,-vn3bJ0gXGA_000088_000098.mp4,fencing (sport)
230,-vtSA28DDDs_000000_000010.mp4,lifting hat
231,-wBUY0p7Pl4_000006_000016.mp4,playing beer pong
232,-wGrPG7t1Cs_000023_000033.mp4,lock picking
233,-wOtpVHjve8_000288_000298.mp4,yarn spinning
234,-wpxxRghpMo_000076_000086.mp4,opening wine bottle
235,-xgbI4inHQY_000006_000016.mp4,playing hand clapping games
236,-xs9A-zDf1Y_000018_000028.mp4,repairing puncture
237,-xz56grbo7U_000010_000020.mp4,sleeping
238,-ya9zVffReI_000000_000010.mp4,building sandcastle
239,-yoUfRzYtZ0_000024_000034.mp4,watching tv
240,-yw2lFI-Ya4_000055_000065.mp4,tie dying
241,-zqsfRUJn2I_000018_000028.mp4,docking boat
242,0-5K9N5ri1E_000041_000051.mp4,wood burning (art)
243,0-XwfmaixJk_000004_000014.mp4,making cheese
244,00zL2qD9LiU_000047_000057.mp4,breathing fire
245,01awoTeca9o_000032_000042.mp4,lock picking
246,02DTn2vhV3A_000001_000011.mp4,sucking lolly
247,02kjo8Z4FCs_000003_000013.mp4,head stand
248,02n6_5ygaMM_000013_000023.mp4,talking on cell phone
249,035dHSvjLKU_000001_000011.mp4,preparing salad
250,038RfHczEAs_000000_000010.mp4,rope pushdown
251,03Q0tEZeVVU_000007_000017.mp4,home roasting coffee
252,03TP9KCQPHw_000349_000359.mp4,tagging graffiti
253,03eUk7ZnOMc_000060_000070.mp4,fly tying
254,03iHI2ejjHw_000000_000010.mp4,laying stone
255,03lYMw1Gwds_000000_000010.mp4,jumping bicycle
256,03pp9QhInVs_000013_000023.mp4,jaywalking
257,03qW_zSdFDM_000020_000030.mp4,wading through water
258,04KHiUmezr0_000019_000029.mp4,changing gear in car
259,04aOhZs4ILI_000004_000014.mp4,photobombing
260,0556EWLhn1s_000025_000035.mp4,sipping cup
261,05gve-1I2cc_000232_000242.mp4,putting on lipstick
262,05lmdfsBoww_000075_000085.mp4,arguing
263,05qCeeyvSIo_000411_000421.mp4,sewing
264,0613wkgSjyg_000000_000010.mp4,building sandcastle
265,06D4y3zL7KE_000370_000380.mp4,playing polo
266,06IXe-DCOro_000000_000010.mp4,throwing knife
267,06iPCL48kwM_000080_000090.mp4,laying concrete
268,06peFeFTnDU_000000_000010.mp4,battle rope training
269,07-f8ATIOko_000004_000014.mp4,tackling
270,074OW6ogmXg_000056_000066.mp4,fixing bicycle
271,07ga6m_Fw2Q_000086_000096.mp4,home roasting coffee
272,07uhLc_ISgc_000000_000010.mp4,visiting the zoo
273,08KmA8BLnuM_000037_000047.mp4,wood burning (art)
274,08TZ_gD0E3s_000155_000165.mp4,combing hair
275,08dTJHiAVt4_000206_000216.mp4,marriage proposal
276,091Yg6C0cPw_000672_000682.mp4,blowing bubble gum
277,09698dUqUBM_000000_000010.mp4,jumping jacks
278,09Gw76vSDHg_000022_000032.mp4,chopping meat
279,09K9CFtILzQ_000096_000106.mp4,sausage making
280,09ciI8Ry7wk_000000_000010.mp4,raising eyebrows
281,09qWKqE1YZw_000000_000010.mp4,raising eyebrows
282,0A8d23WeHjo_000018_000028.mp4,adjusting glasses
283,0Abr6i3IkBk_000136_000146.mp4,swinging baseball bat
284,0B1c4SvVOug_000819_000829.mp4,photocopying
285,0B89pAC3mlQ_000032_000042.mp4,trimming shrubs
286,0Bh9az2AABg_000078_000088.mp4,playing laser tag
287,0BkKO9Ka7UM_002493_002503.mp4,embroidering
288,0BkyYjapkzU_000000_000010.mp4,photobombing
289,0BqnQxQyc9A_000000_000010.mp4,bottling
290,0C0jY_WFZLA_000148_000158.mp4,dyeing eyebrows
291,0C2jpHmRTaM_000145_000155.mp4,dyeing eyebrows
292,0CF-ot-mwXY_000022_000032.mp4,visiting the zoo
293,0CQynAkpySg_000035_000045.mp4,arguing
294,0CoSxaJIETs_000006_000016.mp4,breaking boards
295,0CxWYFGE5Gs_000000_000010.mp4,putting on sari
296,0Cyoavthm6s_000024_000034.mp4,square dancing
297,0DCN8L320Wo_000007_000017.mp4,putting on shoes
298,0DPk2B5JQB4_000000_000010.mp4,wading through water
299,0DUUlTQ-drg_000140_000150.mp4,playing darts
300,0DWI649E-60_000087_000097.mp4,using a microscope
301,0DYfwcgRS2k_000043_000053.mp4,packing
302,0Da170QS7RQ_000089_000099.mp4,getting a piercing
303,0DigRgNXuWg_000023_000033.mp4,embroidering
304,0EDDHjTDb48_000151_000161.mp4,smoking pipe
305,0EDHT3Ardgg_000011_000021.mp4,using a power drill
306,0FEHfKvIJrU_000000_000010.mp4,casting fishing line
307,0Gr9e5IPGsc_000000_000010.mp4,mushroom foraging
308,0Gz9LF8cEZk_000000_000010.mp4,opening wine bottle
309,0HMx8cPuhYA_000000_000010.mp4,fly tying
310,0HQKyPDyhTs_000012_000022.mp4,cracking knuckles
311,0HWuKnLabvo_000014_000024.mp4,shining flashlight
312,0HlgAG0raO8_000005_000015.mp4,throwing knife
313,0I9kg5dYJa0_000122_000132.mp4,longboarding
314,0IE6R_Q7vxc_000052_000062.mp4,steer roping
315,0IcH3hxAvXQ_000013_000023.mp4,separating eggs
316,0IccvCrOXhU_000000_000010.mp4,bodysurfing
317,0JKxRv-9T8k_000046_000056.mp4,ice swimming
318,0JjCxtGPWXc_000061_000071.mp4,playing pan pipes
319,0JrOW-Q13ys_000021_000031.mp4,lawn mower racing
320,0K3sBWgJZsg_000161_000171.mp4,using a power drill
321,0KC359631os_000000_000010.mp4,pushing wheelbarrow
322,0KcoMK_tGW0_000007_000017.mp4,longboarding
323,0KjEzZWre1k_000003_000013.mp4,passing soccer ball
324,0L5w_V5BJk4_000002_000012.mp4,cracking knuckles
325,0LFo7fTSzMA_000102_000112.mp4,dyeing eyebrows
326,0LRRgbDZuXc_000000_000010.mp4,bodysurfing
327,0LZus_IXiVA_000011_000021.mp4,steer roping
328,0LsLP9DWt8k_000000_000010.mp4,tie dying
329,0MB4n2uArq4_000011_000021.mp4,mushroom foraging
330,0MDdJwopw9c_000070_000080.mp4,cutting orange
331,0MXTvS3ubTs_000009_000019.mp4,bull fighting
332,0Mdq-f9o1xs_000316_000326.mp4,mushroom foraging
333,0Mv4SFVIPhg_000242_000252.mp4,yarn spinning
334,0N1hCj8RgHY_000026_000036.mp4,using a power drill
335,0N6S_1Jsf3g_000028_000038.mp4,mountain climber (exercise)
336,0NeyCbXbbYo_000059_000069.mp4,ice swimming
337,0O6p3nVrcsQ_000262_000272.mp4,using a microscope
338,0OR07tbdVzs_000009_000019.mp4,bottling
339,0OmZ3lIB0f8_000039_000049.mp4,putting on lipstick
340,0P6zu2JLgj8_000098_000108.mp4,swinging baseball bat
341,0PA0Tdpzc80_000033_000043.mp4,using puppets
342,0PTZ2VyKqEY_000089_000099.mp4,playing blackjack
343,0Q4zVVu6euU_000018_000028.mp4,base jumping
344,0QxrjmsVU8U_000397_000407.mp4,laying stone
345,0RBLATFKDVc_000008_000018.mp4,packing
346,0RUmOfkF8i8_000012_000022.mp4,mountain climber (exercise)
347,0RaDkt2RHe8_000330_000340.mp4,smoking pipe
348,0SCcS8TOOnE_000000_000010.mp4,breathing fire
349,0STzBxE9vGE_000053_000063.mp4,gospel singing in church
350,0SZzLgcHfcM_000005_000015.mp4,square dancing
351,0Scd4EwVdeY_000000_000010.mp4,shucking oysters
352,0SpaP0L0JSs_000000_000010.mp4,chopping meat
353,0SrEEptgouM_000001_000011.mp4,skiing mono
354,0TQBEtDDFn0_000027_000037.mp4,using atm
355,0TVA21VNGts_000059_000069.mp4,sawing wood
356,0TmfayD35DY_000002_000012.mp4,cutting apple
357,0URhpGODlNg_000331_000341.mp4,making cheese
358,0UgHwWKmpz8_000004_000014.mp4,threading needle
359,0VI4nEDperw_000027_000037.mp4,swinging baseball bat
360,0Vzdfyb0YUA_000707_000717.mp4,rolling pastry
361,0WI4UJR3hdU_000036_000046.mp4,fly tying
362,0WLzFKaTmCs_000008_000018.mp4,standing on hands
363,0WMCdFdl_dU_000015_000025.mp4,using a power drill
364,0X88Qfc9378_000028_000038.mp4,yarn spinning
365,0XJOf42vBKo_000004_000014.mp4,getting a piercing
366,0XJmDq6yhkU_000122_000132.mp4,flint knapping
367,0XSBONQD5nI_000228_000238.mp4,putting on foundation
368,0XaoAc5idqY_000066_000076.mp4,docking boat
369,0XbsWj-SkEE_000000_000010.mp4,putting on shoes
370,0Xr6fOLyV5s_000009_000019.mp4,embroidering
371,0XuHKw2QMyI_000000_000010.mp4,vacuuming floor
372,0YR0TvYkkwY_000027_000037.mp4,lighting fire
373,0Z3ZUb40tNI_000021_000031.mp4,bottling
374,0_Nx0c9NXlI_000049_000059.mp4,burping
375,0_TSQyUierw_000263_000273.mp4,playing polo
376,0_UJAKHRxTA_000618_000628.mp4,visiting the zoo
377,0_nz9ETynNk_000277_000287.mp4,gold panning
378,0_yHplp2MaI_000070_000080.mp4,sipping cup
379,0a1Lfm1-oH0_000000_000010.mp4,poking bellybutton
380,0aQxEPiUdpw_000046_000056.mp4,bathing dog
381,0ab-xUtMxpY_000263_000273.mp4,putting on mascara
382,0awM7xkuUx8_000000_000010.mp4,skiing mono
383,0b0UNHe4mdY_000005_000015.mp4,cutting orange
384,0b1X7S0cDuw_000116_000126.mp4,smoking pipe
385,0bT4NsJ1jDc_000028_000038.mp4,chiseling stone
386,0b_EnDXRrjU_000038_000048.mp4,breaking boards
387,0bk_zXtqOTQ_000020_000030.mp4,acting in play
388,0bwmmA0rIdk_000013_000023.mp4,dyeing eyebrows
389,0cURhQw3uc8_000007_000017.mp4,changing gear in car
390,0d6x_ADHQAE_000000_000010.mp4,winking
391,0dChgscG4o0_000029_000039.mp4,delivering mail
392,0ePCIM6hkCA_000011_000021.mp4,playing hand clapping games
393,0fTlR7hcUnw_000018_000028.mp4,steer roping
394,0fo3AwPTLos_000000_000010.mp4,passing soccer ball
395,0g4C-cH0kfA_000047_000057.mp4,chiseling wood
396,0gATrzRm50A_000002_000012.mp4,using atm
397,0gFjOePJ-nU_000000_000010.mp4,battle rope training
398,0gOee2-L79M_000026_000036.mp4,jaywalking
399,0gcuBuCVG5I_000005_000015.mp4,breaking boards
400,0gnRZoaFHHE_000093_000103.mp4,longboarding
401,0h8rzvRieGU_000053_000063.mp4,riding snow blower
402,0hEn0Q1euZQ_000000_000010.mp4,breathing fire
403,0hQmHE_O9eI_000178_000188.mp4,lawn mower racing
404,0hZ0EjAdT7M_000095_000105.mp4,shining flashlight
405,0hmvq62htO0_000013_000023.mp4,playing hand clapping games
406,0iUUhnoUG44_000000_000010.mp4,tackling
407,0jIKG5w2rv4_000086_000096.mp4,using a microscope
408,0jTgbDWE9qs_000031_000041.mp4,roasting pig
409,0jVInEZE-Bc_000000_000010.mp4,playing maracas
410,0jgoJMj68N4_000000_000010.mp4,capsizing
411,0jwLgqtlcuw_000326_000336.mp4,swinging baseball bat
412,0jx6up7QsIA_000007_000017.mp4,photocopying
413,0jydAP17ssI_000000_000010.mp4,gospel singing in church
414,0k52CW3LrMk_000107_000117.mp4,making paper aeroplanes
415,0kRP39p41_s_000060_000070.mp4,playing polo
416,0kXZsgyqvrY_000325_000335.mp4,blowdrying hair
417,0kpaIDrF_hM_000000_000010.mp4,mountain climber (exercise)
418,0lERF4-eyN8_000005_000015.mp4,passing soccer ball
419,0lLspcz7eSw_000194_000204.mp4,tackling
420,0lPebcyAHk4_000203_000213.mp4,curling (sport)
421,0lZhBK_QOak_000181_000191.mp4,acting in play
422,0lnrdxLjrqc_000010_000020.mp4,lighting fire
423,0mO2tTf01Ig_000001_000011.mp4,bottling
424,0mjU1lYGmeU_000000_000010.mp4,casting fishing line
425,0munfFq4vXk_000046_000056.mp4,tasting wine
426,0nVKAKshdk4_000023_000033.mp4,tasting wine
427,0onvDPZr7DM_000000_000010.mp4,dumpster diving
428,0opGdUgMG58_000030_000040.mp4,playing beer pong
429,0oueEwPpGZ4_000048_000058.mp4,shaping bread dough
430,0p17PDKXmIQ_000020_000030.mp4,karaoke
431,0p4V4gDgat8_000082_000092.mp4,visiting the zoo
432,0pPVkAcwp7Q_000129_000139.mp4,putting in contact lenses
433,0qW-RKSSl5k_000064_000074.mp4,sewing
434,0qcKkWH6iFY_000005_000015.mp4,capsizing
435,0qeQft7ZBiA_000254_000264.mp4,embroidering
436,0qy5GQkikxc_000000_000010.mp4,fencing (sport)
437,0r02ZLgZAA8_000496_000506.mp4,tasting wine
438,0r4juSA0CJc_000052_000062.mp4,square dancing
439,0rFA1QBAj-0_000119_000129.mp4,changing gear in car
440,0rlyprJ4IZo_000416_000426.mp4,gold panning
441,0s6-wLjStCU_000050_000060.mp4,jaywalking
442,0sYdmGzhBv8_000251_000261.mp4,using a microscope
443,0sry8vo9IZg_000019_000029.mp4,blowdrying hair
444,0t6AmCHOugI_000029_000039.mp4,capsizing
445,0t6P98zbM6c_000014_000024.mp4,using a wrench
446,0tDl00IVRUQ_000052_000062.mp4,mushroom foraging
447,0tTjzz7sb_c_000113_000123.mp4,head stand
448,0u0v1s1DERw_000007_000017.mp4,moon walking
449,0uENA1jWg0E_000000_000010.mp4,raising eyebrows
450,0udkmdZCMn4_000011_000021.mp4,putting on lipstick
451,0ulPCvO6Z6k_000034_000044.mp4,acting in play
452,0uyJXCHyfVg_000320_000330.mp4,passing soccer ball
453,0v8mmcp5e-U_000318_000328.mp4,dumpster diving
454,0vOULRGST0o_000028_000038.mp4,pinching
455,0wJ6ujW8B-A_000131_000141.mp4,cooking scallops
456,0wPP3zdYiyo_000000_000010.mp4,playing gong
457,0w_cc9pzOuY_000000_000010.mp4,head stand
458,0wccIcgmDm8_000068_000078.mp4,square dancing
459,0wdgdhT0SfQ_000006_000016.mp4,jumping bicycle
460,0wjP_zE-R0U_000000_000010.mp4,tiptoeing
461,0xDw33vIqT8_000150_000160.mp4,putting on eyeliner
462,0xN-Leg8vFI_000030_000040.mp4,tagging graffiti
463,0xN9slP5c98_000039_000049.mp4,sawing wood
464,0xSKEeKw_TA_000018_000028.mp4,steer roping
