,videoname,labels
361,0OmZ3lIB0f8_000039_000049.mp4,putting on lipstick
362,0P6zu2JLgj8_000098_000108.mp4,swinging baseball bat
363,0PA0Tdpzc80_000033_000043.mp4,using puppets
364,0PTZ2VyKqEY_000089_000099.mp4,playing blackjack
365,0Q4zVVu6euU_000018_000028.mp4,base jumping
366,0QOBSKkslzI_000007_000017.mp4,skipping stone
367,0QxrjmsVU8U_000397_000407.mp4,laying stone
368,0RBLATFKDVc_000008_000018.mp4,packing
369,0R_aIGKnwUo_000000_000010.mp4,bouncing on bouncy castle
370,0SCcS8TOOnE_000000_000010.mp4,breathing fire
371,0SZzLgcHfcM_000005_000015.mp4,square dancing
372,0SpaP0L0JSs_000000_000010.mp4,chopping meat
373,0SrEEptgouM_000001_000011.mp4,skiing mono
374,0T3zZGFQR1c_000000_000010.mp4,falling off bike
375,0TOMspo9FSw_000003_000013.mp4,huddling
376,0TQBEtDDFn0_000027_000037.mp4,using atm
377,0TVA21VNGts_000059_000069.mp4,sawing wood
378,0Tqrz1jlrb0_000042_000052.mp4,shuffling feet
379,0UL_18cngic_000094_000104.mp4,laying tiles
380,0URhpGODlNg_000331_000341.mp4,making cheese
381,0US_tIy2xAg_000000_000010.mp4,falling off bike
382,0UgHwWKmpz8_000004_000014.mp4,threading needle
383,0VI4nEDperw_000027_000037.mp4,swinging baseball bat
384,0VpfYZxSHYk_000014_000024.mp4,contorting
385,0Vzdfyb0YUA_000707_000717.mp4,rolling pastry
386,0WI4UJR3hdU_000036_000046.mp4,fly tying
387,0WMCdFdl_dU_000015_000025.mp4,using a power drill
388,0XJmDq6yhkU_000122_000132.mp4,flint knapping
389,0XbsWj-SkEE_000000_000010.mp4,putting on shoes
390,0XnSZRQzqK8_000008_000018.mp4,sword swallowing
391,0YR0TvYkkwY_000027_000037.mp4,lighting fire
392,0YjMAOLeNK0_000000_000010.mp4,bouncing on bouncy castle
393,0Zj-noUxC-M_000005_000015.mp4,opening refrigerator
394,0_G7mMQxvO0_000007_000017.mp4,bouncing on bouncy castle
395,0_Nx0c9NXlI_000049_000059.mp4,burping
396,0_TSQyUierw_000263_000273.mp4,playing polo
397,0_UJAKHRxTA_000618_000628.mp4,visiting the zoo
398,0_oHxytNmwU_000013_000023.mp4,shuffling feet
399,0_yHplp2MaI_000070_000080.mp4,sipping cup
400,0a1Lfm1-oH0_000000_000010.mp4,poking bellybutton
401,0ab-xUtMxpY_000263_000273.mp4,putting on mascara
402,0awM7xkuUx8_000000_000010.mp4,skiing mono
403,0bBBpX810xc_000297_000307.mp4,shopping
404,0bT4NsJ1jDc_000028_000038.mp4,chiseling stone
405,0bU6fCN44FA_000062_000072.mp4,using inhaler
406,0bUy9D4VOso_000001_000011.mp4,clam digging
407,0b_EnDXRrjU_000038_000048.mp4,breaking boards
408,0baggJonFGw_000000_000010.mp4,walking through snow
409,0bwmmA0rIdk_000013_000023.mp4,dyeing eyebrows
410,0cUIya4S3kA_000000_000010.mp4,pouring beer
411,0d6x_ADHQAE_000000_000010.mp4,winking
412,0d9ArJQWCkg_000000_000010.mp4,falling off bike
413,0dChgscG4o0_000029_000039.mp4,delivering mail
414,0eciJJ42yX0_000018_000028.mp4,carving ice
415,0fID8qLhsJg_000023_000033.mp4,huddling
416,0fTlR7hcUnw_000018_000028.mp4,steer roping
417,0fo3AwPTLos_000000_000010.mp4,passing soccer ball
418,0g4C-cH0kfA_000047_000057.mp4,chiseling wood
419,0gATrzRm50A_000002_000012.mp4,using atm
420,0gFjOePJ-nU_000000_000010.mp4,battle rope training
421,0gHJFjcRS0k_000000_000010.mp4,roasting marshmallows
422,0gOee2-L79M_000026_000036.mp4,jaywalking
423,0gcuBuCVG5I_000005_000015.mp4,breaking boards
424,0gnRZoaFHHE_000093_000103.mp4,longboarding
425,0h8rzvRieGU_000053_000063.mp4,riding snow blower
426,0hEn0Q1euZQ_000000_000010.mp4,breathing fire
427,0hQmHE_O9eI_000178_000188.mp4,lawn mower racing
428,0izb1gSikhI_000012_000022.mp4,looking at phone
429,0jIKG5w2rv4_000086_000096.mp4,using a microscope
430,0jVInEZE-Bc_000000_000010.mp4,playing maracas
431,0jgoJMj68N4_000000_000010.mp4,capsizing
432,0jwLgqtlcuw_000326_000336.mp4,swinging baseball bat
433,0jx6up7QsIA_000007_000017.mp4,photocopying
434,0k52CW3LrMk_000107_000117.mp4,making paper aeroplanes
435,0kRP39p41_s_000060_000070.mp4,playing polo
436,0kXZsgyqvrY_000325_000335.mp4,blowdrying hair
437,0k_j8LPOCEA_000045_000055.mp4,shopping
438,0lERF4-eyN8_000005_000015.mp4,passing soccer ball
439,0lPebcyAHk4_000203_000213.mp4,curling (sport)
440,0lnrdxLjrqc_000010_000020.mp4,lighting fire
441,0mRrK6UYoKE_000046_000056.mp4,archaeological excavation
442,0mS1Jw1_GrI_000000_000010.mp4,bouncing on bouncy castle
443,0mjU1lYGmeU_000000_000010.mp4,casting fishing line
444,0munfFq4vXk_000046_000056.mp4,tasting wine
445,0nVKAKshdk4_000023_000033.mp4,tasting wine
446,0oPvVqZZcYs_000155_000165.mp4,weaving fabric
447,0oqoF9Kxim0_000000_000010.mp4,falling off chair
448,0oueEwPpGZ4_000048_000058.mp4,shaping bread dough
449,0p17PDKXmIQ_000020_000030.mp4,karaoke
450,0p4V4gDgat8_000082_000092.mp4,visiting the zoo
451,0pPVkAcwp7Q_000129_000139.mp4,putting in contact lenses
452,0phP9tc8tLA_000037_000047.mp4,using bagging machine
453,0qcKkWH6iFY_000005_000015.mp4,capsizing
454,0qy5GQkikxc_000000_000010.mp4,fencing (sport)
455,0r02ZLgZAA8_000496_000506.mp4,tasting wine
456,0r4juSA0CJc_000052_000062.mp4,square dancing
457,0s6-wLjStCU_000050_000060.mp4,jaywalking
458,0sYdmGzhBv8_000251_000261.mp4,using a microscope
459,0sry8vo9IZg_000019_000029.mp4,blowdrying hair
460,0t6AmCHOugI_000029_000039.mp4,capsizing
461,0t6P98zbM6c_000014_000024.mp4,using a wrench
462,0tDl00IVRUQ_000052_000062.mp4,mushroom foraging
463,0tN6Zev1kJI_000000_000010.mp4,falling off chair
464,0tTjzz7sb_c_000113_000123.mp4,head stand
465,0uENA1jWg0E_000000_000010.mp4,raising eyebrows
466,0udkmdZCMn4_000011_000021.mp4,putting on lipstick
467,0uyJXCHyfVg_000320_000330.mp4,passing soccer ball
